category;dataset;variable;period;scenario;sub_period;start_year;end_year;attribute;focal;variable_long;unit;path;valid
lulc;geostat25;cl46;present;NA;1992_1997;1992;1997;NA;200;favorable alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl46/lulc_geostat25_present_1992_1997_cl46_200.tif;yes
lulc;geostat25;cl46;present;NA;1992_1997;1992;1997;NA;2000;favorable alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl46/lulc_geostat25_present_1992_1997_cl46_2000.tif;yes
lulc;geostat25;cl46;present;NA;1992_1997;1992;1997;NA;25;favorable alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl46/lulc_geostat25_present_1992_1997_cl46_25.tif;yes
lulc;geostat25;cl46;present;NA;1992_1997;1992;1997;NA;300;favorable alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl46/lulc_geostat25_present_1992_1997_cl46_300.tif;yes
lulc;geostat25;cl46;present;NA;1992_1997;1992;1997;NA;3000;favorable alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl46/lulc_geostat25_present_1992_1997_cl46_3000.tif;yes
lulc;geostat25;cl46;present;NA;1992_1997;1992;1997;NA;400;favorable alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl46/lulc_geostat25_present_1992_1997_cl46_400.tif;yes
lulc;geostat25;cl46;present;NA;1992_1997;1992;1997;NA;4000;favorable alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl46/lulc_geostat25_present_1992_1997_cl46_4000.tif;yes
lulc;geostat25;cl46;present;NA;1992_1997;1992;1997;NA;50;favorable alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl46/lulc_geostat25_present_1992_1997_cl46_50.tif;yes
lulc;geostat25;cl46;present;NA;1992_1997;1992;1997;NA;500;favorable alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl46/lulc_geostat25_present_1992_1997_cl46_500.tif;yes
lulc;geostat25;cl46;present;NA;1992_1997;1992;1997;NA;5000;favorable alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl46/lulc_geostat25_present_1992_1997_cl46_5000.tif;yes
lulc;geostat25;cl46;present;NA;2013_2018;2013;2018;NA;5000;favorable alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl46/lulc_geostat25_present_2013_2018_cl46_5000.tif;yes
lulc;geostat25;cl46;present;NA;2004_2009;2004;2009;NA;300;favorable alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl46/lulc_geostat25_present_2004_2009_cl46_300.tif;yes
lulc;geostat25;cl46;present;NA;2004_2009;2004;2009;NA;3000;favorable alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl46/lulc_geostat25_present_2004_2009_cl46_3000.tif;yes
lulc;geostat25;cl46;present;NA;2004_2009;2004;2009;NA;400;favorable alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl46/lulc_geostat25_present_2004_2009_cl46_400.tif;yes
lulc;geostat25;cl46;present;NA;2004_2009;2004;2009;NA;4000;favorable alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl46/lulc_geostat25_present_2004_2009_cl46_4000.tif;yes
lulc;geostat25;cl46;present;NA;2004_2009;2004;2009;NA;50;favorable alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl46/lulc_geostat25_present_2004_2009_cl46_50.tif;yes
lulc;geostat25;cl46;present;NA;2004_2009;2004;2009;NA;500;favorable alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl46/lulc_geostat25_present_2004_2009_cl46_500.tif;yes
lulc;geostat25;cl46;present;NA;2004_2009;2004;2009;NA;5000;favorable alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl46/lulc_geostat25_present_2004_2009_cl46_5000.tif;yes
lulc;geostat25;cl46;present;NA;2004_2009;2004;2009;NA;100;favorable alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl46/lulc_geostat25_present_2004_2009_cl46_100.tif;yes
lulc;geostat25;cl46;present;NA;2004_2009;2004;2009;NA;1000;favorable alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl46/lulc_geostat25_present_2004_2009_cl46_1000.tif;yes
lulc;geostat25;cl46;present;NA;2004_2009;2004;2009;NA;1500;favorable alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl46/lulc_geostat25_present_2004_2009_cl46_1500.tif;yes
lulc;geostat25;cl46;present;NA;2004_2009;2004;2009;NA;200;favorable alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl46/lulc_geostat25_present_2004_2009_cl46_200.tif;yes
lulc;geostat25;cl46;present;NA;2004_2009;2004;2009;NA;2000;favorable alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl46/lulc_geostat25_present_2004_2009_cl46_2000.tif;yes
lulc;geostat25;cl46;present;NA;2004_2009;2004;2009;NA;25;favorable alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl46/lulc_geostat25_present_2004_2009_cl46_25.tif;yes
lulc;geostat25;cl46;present;NA;2013_2018;2013;2018;NA;500;favorable alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl46/lulc_geostat25_present_2013_2018_cl46_500.tif;yes
lulc;geostat25;cl46;present;NA;2013_2018;2013;2018;NA;200;favorable alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl46/lulc_geostat25_present_2013_2018_cl46_200.tif;yes
lulc;geostat25;cl46;present;NA;2013_2018;2013;2018;NA;100;favorable alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl46/lulc_geostat25_present_2013_2018_cl46_100.tif;yes
lulc;geostat25;cl46;present;NA;2013_2018;2013;2018;NA;1000;favorable alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl46/lulc_geostat25_present_2013_2018_cl46_1000.tif;yes
lulc;geostat25;cl46;present;NA;2013_2018;2013;2018;NA;1500;favorable alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl46/lulc_geostat25_present_2013_2018_cl46_1500.tif;yes
lulc;geostat25;cl46;present;NA;2013_2018;2013;2018;NA;3000;favorable alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl46/lulc_geostat25_present_2013_2018_cl46_3000.tif;yes
lulc;geostat25;cl46;present;NA;2013_2018;2013;2018;NA;2000;favorable alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl46/lulc_geostat25_present_2013_2018_cl46_2000.tif;yes
lulc;geostat25;cl46;present;NA;2013_2018;2013;2018;NA;25;favorable alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl46/lulc_geostat25_present_2013_2018_cl46_25.tif;yes
lulc;geostat25;cl46;present;NA;2013_2018;2013;2018;NA;300;favorable alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl46/lulc_geostat25_present_2013_2018_cl46_300.tif;yes
lulc;geostat25;cl46;present;NA;2013_2018;2013;2018;NA;400;favorable alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl46/lulc_geostat25_present_2013_2018_cl46_400.tif;yes
lulc;geostat25;cl46;present;NA;2013_2018;2013;2018;NA;4000;favorable alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl46/lulc_geostat25_present_2013_2018_cl46_4000.tif;yes
lulc;geostat25;cl46;present;NA;2013_2018;2013;2018;NA;50;favorable alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl46/lulc_geostat25_present_2013_2018_cl46_50.tif;yes
lulc;geostat25;cl47;present;NA;1992_1997;1992;1997;NA;1000;brush alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl47/lulc_geostat25_present_1992_1997_cl47_1000.tif;yes
lulc;geostat25;cl47;present;NA;1992_1997;1992;1997;NA;100;brush alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl47/lulc_geostat25_present_1992_1997_cl47_100.tif;yes
lulc;geostat25;cl47;present;NA;2004_2009;2004;2009;NA;300;brush alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl47/lulc_geostat25_present_2004_2009_cl47_300.tif;yes
lulc;geostat25;cl47;present;NA;1992_1997;1992;1997;NA;1500;brush alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl47/lulc_geostat25_present_1992_1997_cl47_1500.tif;yes
lulc;geostat25;cl47;present;NA;1992_1997;1992;1997;NA;200;brush alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl47/lulc_geostat25_present_1992_1997_cl47_200.tif;yes
lulc;geostat25;cl47;present;NA;1992_1997;1992;1997;NA;2000;brush alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl47/lulc_geostat25_present_1992_1997_cl47_2000.tif;yes
lulc;geostat25;cl47;present;NA;1992_1997;1992;1997;NA;25;brush alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl47/lulc_geostat25_present_1992_1997_cl47_25.tif;yes
lulc;geostat25;cl47;present;NA;1992_1997;1992;1997;NA;300;brush alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl47/lulc_geostat25_present_1992_1997_cl47_300.tif;yes
lulc;geostat25;cl47;present;NA;2004_2009;2004;2009;NA;NA;brush alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl47/lulc_geostat25_present_2004_2009_cl47.tif;yes
lulc;geostat25;cl47;present;NA;2004_2009;2004;2009;NA;100;brush alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl47/lulc_geostat25_present_2004_2009_cl47_100.tif;yes
lulc;geostat25;cl47;present;NA;2004_2009;2004;2009;NA;1000;brush alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl47/lulc_geostat25_present_2004_2009_cl47_1000.tif;yes
lulc;geostat25;cl47;present;NA;2004_2009;2004;2009;NA;1500;brush alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl47/lulc_geostat25_present_2004_2009_cl47_1500.tif;yes
lulc;geostat25;cl47;present;NA;2004_2009;2004;2009;NA;200;brush alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl47/lulc_geostat25_present_2004_2009_cl47_200.tif;yes
lulc;geostat25;cl47;present;NA;2004_2009;2004;2009;NA;2000;brush alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl47/lulc_geostat25_present_2004_2009_cl47_2000.tif;yes
lulc;geostat25;cl47;present;NA;2004_2009;2004;2009;NA;25;brush alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl47/lulc_geostat25_present_2004_2009_cl47_25.tif;yes
lulc;geostat25;cl47;present;NA;1992_1997;1992;1997;NA;NA;brush alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl47/lulc_geostat25_present_1992_1997_cl47.tif;yes
lulc;geostat25;cl47;present;NA;2013_2018;2013;2018;NA;NA;brush alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl47/lulc_geostat25_present_2013_2018_cl47.tif;yes
lulc;geostat25;cl47;present;NA;2013_2018;2013;2018;NA;100;brush alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl47/lulc_geostat25_present_2013_2018_cl47_100.tif;yes
lulc;geostat25;cl47;present;NA;2013_2018;2013;2018;NA;1000;brush alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl47/lulc_geostat25_present_2013_2018_cl47_1000.tif;yes
lulc;geostat25;cl47;present;NA;2013_2018;2013;2018;NA;1500;brush alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl47/lulc_geostat25_present_2013_2018_cl47_1500.tif;yes
lulc;geostat25;cl47;present;NA;2013_2018;2013;2018;NA;200;brush alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl47/lulc_geostat25_present_2013_2018_cl47_200.tif;yes
lulc;geostat25;cl47;present;NA;2013_2018;2013;2018;NA;2000;brush alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl47/lulc_geostat25_present_2013_2018_cl47_2000.tif;yes
lulc;geostat25;cl47;present;NA;1992_1997;1992;1997;NA;3000;brush alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl47/lulc_geostat25_present_1992_1997_cl47_3000.tif;yes
lulc;geostat25;cl47;present;NA;1992_1997;1992;1997;NA;400;brush alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl47/lulc_geostat25_present_1992_1997_cl47_400.tif;yes
lulc;geostat25;cl47;present;NA;1992_1997;1992;1997;NA;4000;brush alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl47/lulc_geostat25_present_1992_1997_cl47_4000.tif;yes
lulc;geostat25;cl47;present;NA;1992_1997;1992;1997;NA;50;brush alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl47/lulc_geostat25_present_1992_1997_cl47_50.tif;yes
lulc;geostat25;cl47;present;NA;1992_1997;1992;1997;NA;500;brush alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl47/lulc_geostat25_present_1992_1997_cl47_500.tif;yes
lulc;geostat25;cl47;present;NA;1992_1997;1992;1997;NA;5000;brush alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl47/lulc_geostat25_present_1992_1997_cl47_5000.tif;yes
lulc;geostat25;cl47;present;NA;2013_2018;2013;2018;NA;5000;brush alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl47/lulc_geostat25_present_2013_2018_cl47_5000.tif;yes
lulc;geostat25;cl47;present;NA;2013_2018;2013;2018;NA;500;brush alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl47/lulc_geostat25_present_2013_2018_cl47_500.tif;yes
lulc;geostat25;cl47;present;NA;2004_2009;2004;2009;NA;3000;brush alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl47/lulc_geostat25_present_2004_2009_cl47_3000.tif;yes
lulc;geostat25;cl47;present;NA;2004_2009;2004;2009;NA;400;brush alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl47/lulc_geostat25_present_2004_2009_cl47_400.tif;yes
lulc;geostat25;cl47;present;NA;2004_2009;2004;2009;NA;4000;brush alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl47/lulc_geostat25_present_2004_2009_cl47_4000.tif;yes
lulc;geostat25;cl47;present;NA;2004_2009;2004;2009;NA;50;brush alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl47/lulc_geostat25_present_2004_2009_cl47_50.tif;yes
lulc;geostat25;cl47;present;NA;2004_2009;2004;2009;NA;500;brush alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl47/lulc_geostat25_present_2004_2009_cl47_500.tif;yes
lulc;geostat25;cl47;present;NA;2004_2009;2004;2009;NA;5000;brush alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl47/lulc_geostat25_present_2004_2009_cl47_5000.tif;yes
lulc;geostat25;cl47;present;NA;2013_2018;2013;2018;NA;25;brush alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl47/lulc_geostat25_present_2013_2018_cl47_25.tif;yes
lulc;geostat25;cl47;present;NA;2013_2018;2013;2018;NA;300;brush alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl47/lulc_geostat25_present_2013_2018_cl47_300.tif;yes
lulc;geostat25;cl47;present;NA;2013_2018;2013;2018;NA;3000;brush alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl47/lulc_geostat25_present_2013_2018_cl47_3000.tif;yes
lulc;geostat25;cl47;present;NA;2013_2018;2013;2018;NA;400;brush alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl47/lulc_geostat25_present_2013_2018_cl47_400.tif;yes
lulc;geostat25;cl47;present;NA;2013_2018;2013;2018;NA;4000;brush alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl47/lulc_geostat25_present_2013_2018_cl47_4000.tif;yes
lulc;geostat25;cl47;present;NA;2013_2018;2013;2018;NA;50;brush alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl47/lulc_geostat25_present_2013_2018_cl47_50.tif;yes
lulc;geostat25;cl48;present;NA;1992_1997;1992;1997;NA;100;rocky alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl48/lulc_geostat25_present_1992_1997_cl48_100.tif;yes
lulc;geostat25;cl48;present;NA;1992_1997;1992;1997;NA;1000;rocky alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl48/lulc_geostat25_present_1992_1997_cl48_1000.tif;yes
lulc;geostat25;cl48;present;NA;1992_1997;1992;1997;NA;1500;rocky alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl48/lulc_geostat25_present_1992_1997_cl48_1500.tif;yes
lulc;geostat25;cl48;present;NA;1992_1997;1992;1997;NA;200;rocky alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl48/lulc_geostat25_present_1992_1997_cl48_200.tif;yes
lulc;geostat25;cl48;present;NA;1992_1997;1992;1997;NA;2000;rocky alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl48/lulc_geostat25_present_1992_1997_cl48_2000.tif;yes
lulc;geostat25;cl48;present;NA;1992_1997;1992;1997;NA;25;rocky alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl48/lulc_geostat25_present_1992_1997_cl48_25.tif;yes
lulc;geostat25;cl48;present;NA;1992_1997;1992;1997;NA;300;rocky alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl48/lulc_geostat25_present_1992_1997_cl48_300.tif;yes
lulc;geostat25;cl48;present;NA;1992_1997;1992;1997;NA;3000;rocky alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl48/lulc_geostat25_present_1992_1997_cl48_3000.tif;yes
lulc;geostat25;cl48;present;NA;1992_1997;1992;1997;NA;400;rocky alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl48/lulc_geostat25_present_1992_1997_cl48_400.tif;yes
lulc;geostat25;cl48;present;NA;1992_1997;1992;1997;NA;4000;rocky alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl48/lulc_geostat25_present_1992_1997_cl48_4000.tif;yes
lulc;geostat25;cl48;present;NA;1992_1997;1992;1997;NA;50;rocky alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl48/lulc_geostat25_present_1992_1997_cl48_50.tif;yes
lulc;geostat25;cl48;present;NA;1992_1997;1992;1997;NA;500;rocky alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl48/lulc_geostat25_present_1992_1997_cl48_500.tif;yes
lulc;geostat25;cl48;present;NA;1992_1997;1992;1997;NA;5000;rocky alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl48/lulc_geostat25_present_1992_1997_cl48_5000.tif;yes
lulc;geostat25;cl48;present;NA;2013_2018;2013;2018;NA;5000;rocky alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl48/lulc_geostat25_present_2013_2018_cl48_5000.tif;yes
lulc;geostat25;cl48;present;NA;2004_2009;2004;2009;NA;300;rocky alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl48/lulc_geostat25_present_2004_2009_cl48_300.tif;yes
lulc;geostat25;cl48;present;NA;2004_2009;2004;2009;NA;3000;rocky alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl48/lulc_geostat25_present_2004_2009_cl48_3000.tif;yes
lulc;geostat25;cl48;present;NA;2004_2009;2004;2009;NA;400;rocky alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl48/lulc_geostat25_present_2004_2009_cl48_400.tif;yes
lulc;geostat25;cl48;present;NA;2004_2009;2004;2009;NA;4000;rocky alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl48/lulc_geostat25_present_2004_2009_cl48_4000.tif;yes
lulc;geostat25;cl48;present;NA;2004_2009;2004;2009;NA;50;rocky alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl48/lulc_geostat25_present_2004_2009_cl48_50.tif;yes
lulc;geostat25;cl48;present;NA;2004_2009;2004;2009;NA;500;rocky alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl48/lulc_geostat25_present_2004_2009_cl48_500.tif;yes
lulc;geostat25;cl48;present;NA;2004_2009;2004;2009;NA;NA;rocky alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl48/lulc_geostat25_present_2004_2009_cl48.tif;yes
lulc;geostat25;cl48;present;NA;2004_2009;2004;2009;NA;100;rocky alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl48/lulc_geostat25_present_2004_2009_cl48_100.tif;yes
lulc;geostat25;cl48;present;NA;2004_2009;2004;2009;NA;1000;rocky alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl48/lulc_geostat25_present_2004_2009_cl48_1000.tif;yes
lulc;geostat25;cl48;present;NA;2004_2009;2004;2009;NA;1500;rocky alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl48/lulc_geostat25_present_2004_2009_cl48_1500.tif;yes
lulc;geostat25;cl48;present;NA;2004_2009;2004;2009;NA;200;rocky alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl48/lulc_geostat25_present_2004_2009_cl48_200.tif;yes
lulc;geostat25;cl48;present;NA;2004_2009;2004;2009;NA;2000;rocky alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl48/lulc_geostat25_present_2004_2009_cl48_2000.tif;yes
lulc;geostat25;cl48;present;NA;2004_2009;2004;2009;NA;25;rocky alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl48/lulc_geostat25_present_2004_2009_cl48_25.tif;yes
lulc;geostat25;cl48;present;NA;1992_1997;1992;1997;NA;NA;rocky alpine pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl48/lulc_geostat25_present_1992_1997_cl48.tif;yes
lulc;geostat25;cl48;present;NA;2013_2018;2013;2018;NA;NA;rocky alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl48/lulc_geostat25_present_2013_2018_cl48.tif;yes
lulc;geostat25;cl48;present;NA;2013_2018;2013;2018;NA;100;rocky alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl48/lulc_geostat25_present_2013_2018_cl48_100.tif;yes
lulc;geostat25;cl48;present;NA;2013_2018;2013;2018;NA;1000;rocky alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl48/lulc_geostat25_present_2013_2018_cl48_1000.tif;yes
lulc;geostat25;cl48;present;NA;2013_2018;2013;2018;NA;1500;rocky alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl48/lulc_geostat25_present_2013_2018_cl48_1500.tif;yes
lulc;geostat25;cl48;present;NA;2013_2018;2013;2018;NA;200;rocky alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl48/lulc_geostat25_present_2013_2018_cl48_200.tif;yes
lulc;geostat25;cl48;present;NA;2013_2018;2013;2018;NA;2000;rocky alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl48/lulc_geostat25_present_2013_2018_cl48_2000.tif;yes
lulc;geostat25;cl48;present;NA;2013_2018;2013;2018;NA;25;rocky alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl48/lulc_geostat25_present_2013_2018_cl48_25.tif;yes
lulc;geostat25;cl48;present;NA;2013_2018;2013;2018;NA;300;rocky alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl48/lulc_geostat25_present_2013_2018_cl48_300.tif;yes
lulc;geostat25;cl48;present;NA;2013_2018;2013;2018;NA;3000;rocky alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl48/lulc_geostat25_present_2013_2018_cl48_3000.tif;yes
lulc;geostat25;cl48;present;NA;2013_2018;2013;2018;NA;400;rocky alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl48/lulc_geostat25_present_2013_2018_cl48_400.tif;yes
lulc;geostat25;cl48;present;NA;2013_2018;2013;2018;NA;4000;rocky alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl48/lulc_geostat25_present_2013_2018_cl48_4000.tif;yes
lulc;geostat25;cl48;present;NA;2013_2018;2013;2018;NA;50;rocky alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl48/lulc_geostat25_present_2013_2018_cl48_50.tif;yes
lulc;geostat25;cl48;present;NA;2013_2018;2013;2018;NA;500;rocky alpine pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl48/lulc_geostat25_present_2013_2018_cl48_500.tif;yes
lulc;geostat25;cl48;present;NA;2004_2009;2004;2009;NA;5000;rocky alpine pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl48/lulc_geostat25_present_2004_2009_cl48_5000.tif;yes
lulc;geostat25;cl49;present;NA;2013_2018;2013;2018;NA;NA;sheep pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl49/lulc_geostat25_present_2013_2018_cl49.tif;yes
lulc;geostat25;cl49;present;NA;1992_1997;1992;1997;NA;100;sheep pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl49/lulc_geostat25_present_1992_1997_cl49_100.tif;yes
lulc;geostat25;cl49;present;NA;1992_1997;1992;1997;NA;1000;sheep pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl49/lulc_geostat25_present_1992_1997_cl49_1000.tif;yes
lulc;geostat25;cl49;present;NA;1992_1997;1992;1997;NA;NA;sheep pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl49/lulc_geostat25_present_1992_1997_cl49.tif;yes
lulc;geostat25;cl49;present;NA;1992_1997;1992;1997;NA;200;sheep pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl49/lulc_geostat25_present_1992_1997_cl49_200.tif;yes
lulc;geostat25;cl49;present;NA;1992_1997;1992;1997;NA;2000;sheep pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl49/lulc_geostat25_present_1992_1997_cl49_2000.tif;yes
lulc;geostat25;cl49;present;NA;1992_1997;1992;1997;NA;25;sheep pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl49/lulc_geostat25_present_1992_1997_cl49_25.tif;yes
lulc;geostat25;cl49;present;NA;1992_1997;1992;1997;NA;1500;sheep pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl49/lulc_geostat25_present_1992_1997_cl49_1500.tif;yes
lulc;geostat25;cl49;present;NA;1992_1997;1992;1997;NA;3000;sheep pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl49/lulc_geostat25_present_1992_1997_cl49_3000.tif;yes
lulc;geostat25;cl49;present;NA;1992_1997;1992;1997;NA;400;sheep pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl49/lulc_geostat25_present_1992_1997_cl49_400.tif;yes
lulc;geostat25;cl49;present;NA;1992_1997;1992;1997;NA;4000;sheep pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl49/lulc_geostat25_present_1992_1997_cl49_4000.tif;yes
lulc;geostat25;cl49;present;NA;1992_1997;1992;1997;NA;50;sheep pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl49/lulc_geostat25_present_1992_1997_cl49_50.tif;yes
lulc;geostat25;cl49;present;NA;1992_1997;1992;1997;NA;500;sheep pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl49/lulc_geostat25_present_1992_1997_cl49_500.tif;yes
lulc;geostat25;cl49;present;NA;1992_1997;1992;1997;NA;5000;sheep pastures;percentage cover;./lulc/geostat25/present/1992_1997/cl49/lulc_geostat25_present_1992_1997_cl49_5000.tif;yes
lulc;geostat25;cl49;present;NA;2013_2018;2013;2018;NA;5000;sheep pastures;percentage cover;./lulc/geostat25/present/2013_2018/cl49/lulc_geostat25_present_2013_2018_cl49_5000.tif;yes
lulc;geostat25;cl49;present;NA;2004_2009;2004;2009;NA;300;sheep pastures;percentage cover;./lulc/geostat25/present/2004_2009/cl49/lulc_geostat25_present_2004_2009_cl49_300.tif;yes
